쓰리스타,IT,48550,최상,상승,2437714,1113770,3525645,896841,2638804,0,0
OKT,IT,23800,최상,정지,243421,11511,340612,188743,151869,0,0
FAKER,IT,206500,최상,하락,177743,159103,446116,217880,228235,0,0
LB I+,IT,14200,최상,정지,123819,89442,179410,105914,73496,0,0
넥슬라이스,IT,1807,우수,하락,9468,4204,25348,2173,23175,0,0
NO24,IT,5640,양호,상승,5330,1143,2399,1755,644,0,0
동문서답식품,식품,16800,우수,상승,15476,6327,13326,2674,10651,0,0
공주식품,식품,1125,우수,상승,2443,722,1652,552,1100,0,0
오뚝이,식품,534000,최상,정지,23596,4084,21521,8056,13464,0,0
농가의마음,식품,322500,최상,상승,23439,7179,26530,7123,19407,0,0
청정제당,식품,301000,최상,하락,223524,42831,262806,167991,94814,0,0
L0TT2 FOOD,식품,370000,최상,하락,17880,3002,13211,6136,7075,0,0
KYA,교통,28700,최상,정지,581459,93793,553447,263666,289781,0,0
대현자동차,교통,92300,최상,정지,1057464,176550,1945122,1181464,763657,0,0
Double Dragon,교통,1455,보통,상승,36238,2675,20192,16160,4031,0,0
그모타이어,교통,2975,양호,하락,25586,3881,42147,28017,14129,0,0
목센타이어,교통,5710,우수,정지,20223,6166,34360,18781,15579,0,0
HK 타이어,교통,20500,최상,정지,68832,19221,101646,29773,71872,0,0
MS 엔터테인먼트,엔터테인먼트,26900,우수,하락,6578,2156,11156,4828,6327,0,0
스튜디오 D,엔터테인먼트,76700,우수,하락,4686,478,5815,1533,4282,0,0
대현 HCN,엔터테인먼트,4445,최상,상승,2928,1076,8134,720,7414,0,0
스카이라이브,엔터테인먼트,9220,최상,하락,6946,4972,8482,1428,7054,0,0
JYM 엔터테인먼트,엔터테인먼트,21400,우수,상승,1554,760,2078,454,1623,0,0
OLD,엔터테인먼트,3710,보통,정지,1491,283,3133,1914,1218,0,0
광서제약,제약&바이오,6830,우수,하락,12382,2586,7927,3453,4474,0,0
월동제약,제약&바이오,13450,우수,정지,5174,2323,6127,3598,2528,0,0
횡근당,제약&바이오,127000,우수,하락,10793,4042,8073,3263,4749,0,0
빅베어,제약&바이오,104000,우수,상승,11134,4782,12456,6097,6359,0,0
N.01MED,제약&바이오,43250,양호,상승,6714,1519,4015,2315,1700,0,0
그린크로쓰,제약&바이오,158000,최상,상승,13697,3723,19593,7752,11840,0,0
스타크인더스트리,의류,30600,우수,정지,44071,11311,52931,31667,21263,0,0
TNC,의류,132500,우수,상승,59831,5638,32243,26413,5829,0,0
13실업,의류,11050,보통,하락,19224,4017,11794,7244,4550,0,0
퍼시픽,의류,2260,보통,하락,9716,1725,6133,4289,1843,0,0
BANYC,의류,209500,우수,정지,1705,694,6938,2595,4343,0,0
SL산업,의류,771000,최상,정지,29180,10183,43571,8733,34838,0,0
ThisMart,유통,111500,최상,상승,190628,48924,210947,108880,102067,0,0
배고파리테일,유통,4615,우수,하락,59460,10565,21724,15498,6225,0,0
신식세계,유통,242500,최상,정지,63942,32682,130184,75033,55151,0,0
한천,유통,93300,최상,정지,16983,4735,12026,5893,6132,0,0
빌딩신라,유통,79900,최상,하락,57173,24166,35272,26077,9195,0,0
감성리테일,유통,41950,최상,하락,90069,19240,70548,45040,25508,0,0
아리아나항공,여행&항공,3740,양호,상승,69657,2770,135034,125951,9082,0,0
재주항공,여행&항공,17700,양호,하락,13839,1366,14675,11423,3251,0,0
세컨드투어,여행&항공,39000,우수,상승,7631,5755,10075,7896,2178,0,0
YP리조트,여행&항공,4580,양호,정지,1294,132,8499,4541,3957,0,0
PWAY항공,여행&항공,3430,양호,하락,8104,550,8077,6188,1888,0,0
K-Air,여행&항공,18050,양호,정지,12683,15440,270141,242333,27807,0,0
소일오일,에너지&화학,66800,최상,하락,243941,10473,163334,98367,64966,0,0
HanWa,에너지&화학,19250,우수,상승,504123,37530,1822861,1640222,182639,0,0
코브라,에너지&화학,2945,우수,상승,1828,241,1564,472,1091,0,0
KJ화학,에너지&화학,9480,양호,상승,1087,790,1208,274,934,0,0
삼천만큼,에너지&화학,69500,최상,정지,34616,3626,39123,25194,13929,0,0
기여도도시가스,에너지&화학,38500,우수,상승,14218,1110,7474,4097,3377,0,0
우대건설,건설,3470,우수,하락,86518,8550,96976,72094,24882,0,0
기룡건설산업,건설,15600,양호,하락,22757,2375,20067,15040,5026,0,0
OneWln,건설,5830,미흡,정지,16287,1774,24702,22252,2449,0,0
머림산업,건설,80800,최상,정지,97000,16575,134452,67085,67367,0,0
POSKO,건설,169000,우수,상승,76502,5221,66686,38497,28188,0,0
CKK건설,건설,6040,우수,하락,16425,1220,10391,6616,3775,0,0
